st,sch_name,ncessch,lea_name,leaid,lcity,lzip,mcity,mzip,national_school_lunch_program,total_students,nslp_direct_certification,frl_eligible,gslo,gshi
TX,THE ANN WINDLE SCHOOL FOR YOUNG CHILDREN,481674008531,DENTON ISD,4816740,DENTON,76209,DENTON,76209,Yes participating without using any Provision or the CEO,304,,277,Prekindergarten,Prekindergarten
NC,The Arts Based School,370012602611,Arts Based School,3700126,Winston-Salem,27101,Winston-Salem,27101,No,611,,,Kindergarten,8th Grade
NM,THE ASK ACADEMY,350012601070,THE ASK ACADEMY,3500126,RIO RANCHO,87124,RIO RANCHO,87124,No,592,72,89,6th Grade,12th Grade
OH,The Autism Academy Of Learning,390011704155,The Autism Academy Of Learning,3900117,Toledo,43607,Toledo,43607,No,53,,,3rd Grade,12th Grade
NJ,The Barack Obama Green Charter High School,340074003047,The Barack Obama Green Charter High School District,3400740,Plainfield,07060,Plainfield,07060,No,311,,185,6th Grade,12th Grade
TX,THE BEAR BLVD SCHOOL,484110008641,SPRING BRANCH ISD,4841100,HOUSTON,77055,HOUSTON,77055,Yes under Community Eligibility Option (CEO),265,,169,Prekindergarten,Prekindergarten
MO,THE BIOME,290060903262,THE BIOME,2900609,ST. LOUIS,63108,ST. LOUIS,63108,Yes participating without using any Provision or the CEO,161,79,125,Kindergarten,5th Grade
NH,The Birches Academy of Academics - Art A Public Charter Sch,330328600704,The Birches Academy of Academics & Art A Public Charter Sch,3303286,Salem,03079,Salem,03079,No,235,,17,Kindergarten,8th Grade
OH,The Bostic Head Start Center,390448005115,South-Western City,3904480,Grove City,43123,Grove City,43123,No,118,,,Prekindergarten,Prekindergarten
NC,The Brawley School,370231000989,Iredell-Statesville Schools,3702310,Mooresville,28117,Mooresville,28117,Yes participating without using any Provision or the CEO,677,,58,6th Grade,8th Grade
WY,The Bridge School,560569000554,Sheridan County School District #1,5605690,Dayton,82836,Dayton,82836,No,8,,,6th Grade,12th Grade
OH,The Bridgeport School District - Elementary,390452302131,Bridgeport Exempted Village,3904523,Bridgeport,43912,Bridgeport,43912,No,353,,,Prekindergarten,4th Grade
OH,The Bridgeport School District - High School,390452302128,Bridgeport Exempted Village,3904523,Bridgeport,43912,Bridgeport,43912,Yes participating without using any Provision or the CEO,167,,164,9th Grade,12th Grade
OH,The Bridgeport School DIstrict - Middle School,390452302129,Bridgeport Exempted Village,3904523,Bridgeport,43912,Bridgeport,43912,No,225,,,5th Grade,8th Grade
TX,THE BRIDGES ACAD ALTER,482166007116,GRAPEVINE-COLLEYVILLE ISD,4821660,COLLEYVILLE,76034,COLLEYVILLE,76034,No,60,,,10th Grade,12th Grade
OH,The Brilliance School,390147305721,The Brilliance School,3901473,Garfield Heights,44125,Garfield Heights,44125,Yes under Community Eligibility Option (CEO),219,216,,Kindergarten,8th Grade
WV,The Bruin Bridge,540015001587,BROOKE COUNTY SCHOOLS,5400150,Wellsburg,26070,Wellsburg,26070,Yes under Community Eligibility Option (CEO),,,,Kindergarten,12th Grade
OR,The Cannon Beach Academy,411110001857,Seaside SD 10,4111100,Cannon Beach,97110,Cannon Beach,97110,No,30,,,Kindergarten,5th Grade
NC,The Capitol Encore Academy,370037003341,The Capitol Encore Academy,3700370,Fayetteville,28301,Fayetteville,28301,Yes participating without using any Provision or the CEO,832,,813,Kindergarten,12th Grade
NJ,The Career Center of the SCESC,348028003292,Somerset County Educational Services Commission School Distr,3480280,Bridgewater,08807,Bridgewater,08807,No,8,,‡,9th Grade,12th Grade
UT,The Center for Creativity Innovation and Discovery,490019301513,The Center for Creativity Innovation and Discovery,4900193,PROVIDENCE,84332,PROVIDENCE,84332,Yes participating without using any Provision or the CEO,365,,117,Kindergarten,8th Grade
VT,The Center for Technology - Essex,500039500122,Essex Westford Educational Community Unified Union SD #51,5000395,Essex Junction,05452,Essex Junction,05452,Yes under Provision 2,0,,,9th Grade,12th Grade
WA,The Center School,530771002842,Seattle School District No. 1,5307710,SEATTLE,98109,SEATTLE,98109,Yes participating without using any Provision or the CEO,184,28,32,9th Grade,12th Grade
TN,The Children's Center - Holston U. M. Home For Children,470147002186,Greene County,4701470,Greeneville,37745,Greeneville,37745,No,20,,,Prekindergarten,Prekindergarten
SC,The Cleveland Academy of Leadership,450366001042,Spartanburg 07,4503660,Spartanburg,29303,Spartanburg,29303,Yes under Community Eligibility Option (CEO),410,327,410,Prekindergarten,5th Grade
NC,The COAST,370042000980,Brunswick County Schools,3700420,Bolivia,28422,Bolivia,28422,Yes participating without using any Provision or the CEO,54,,51,6th Grade,12th Grade
VA,The College and Career Academy at Pruden,510371003045,Suffolk City Public Schools,5103710,Suffolk,23434,Suffolk,23434,No,,,,,
TX,THE COLONY H S,482730006291,LEWISVILLE ISD,4827300,THE COLONY,75056,THE COLONY,75056,Yes participating without using any Provision or the CEO,1877,,896,9th Grade,12th Grade
NC,The Community Learning Center @ Pinckney,370309001929,Moore County Schools,3703090,Carthage,28327,Carthage,28327,Yes participating without using any Provision or the CEO,76,,73,6th Grade,12th Grade
OR,The Community Roots School,411145001769,Silver Falls SD 4J,4111450,Silverton,97381,Silverton,97381,Yes participating without using any Provision or the CEO,108,20,,Kindergarten,6th Grade
WA,The Community School,530825003401,Spokane School District,5308250,Spokane,99205,Spokane,99205,Yes under Community Eligibility Option (CEO),157,75,86,9th Grade,12th Grade
RI,The Compass School,440003500245,The Compass School,4400035,Kingston,02881,Kingston,02881,Yes participating without using any Provision or the CEO,216,21,25,Kindergarten,8th Grade
OR,The Cottonwood School of Civics and Science,410000901734,Oregon Department of Education,4100009,Portland,97239,Portland,97280,No,207,,,Kindergarten,8th Grade
OR,The Creeks,418018001510,Multnomah ESD,4180180,Troutdale,97060,Troutdale,97060,Yes under Community Eligibility Option (CEO),81,47,29,Kindergarten,12th Grade
OR,The Dalles High School,410004801159,North Wasco County SD 21,4100048,The Dalles,97058,The Dalles,97058,Yes under Community Eligibility Option (CEO),834,213,638,9th Grade,12th Grade
OR,The Dalles Middle School,410004801158,North Wasco County SD 21,4100048,The Dalles,97058,The Dalles,97058,Yes under Community Eligibility Option (CEO),551,191,420,6th Grade,8th Grade
OH,The Dayton School,391004510831,The Dayton School,3910045,Dayton,45406,Dayton,45415,No,62,,,9th Grade,12th Grade
NV,The Delta Academy J-SHS,320006000745,Clark County,3200060,North Las Vegas,89030,North Las Vegas,89032,Yes under Community Eligibility Option (CEO),1218,3,3,6th Grade,12th Grade
TN,The Discovery School,470102001102,Dickson County,4701020,Dickson,37055,Dickson,37055,Yes participating without using any Provision or the CEO,225,56,,Kindergarten,5th Grade
NC,The Downtown School,370150002293,Winston Salem / Forsyth County Schools,3701500,Winston Salem,27101,Winston Salem,27101,Yes participating without using any Provision or the CEO,431,,118,Prekindergarten,8th Grade
NJ,The Early Childhood Center @ Forest Glen,340183000133,Bloomfield Township School District,3401830,Bloomfield,07003,Bloomfield,07003,Yes participating without using any Provision or the CEO,187,,41,Prekindergarten,Prekindergarten
OH,The Early Learning Academy,390447401598,Sandusky City,3904474,Sandusky,44870,Sandusky,44870,Yes under Community Eligibility Option (CEO),364,195,,Prekindergarten,Kindergarten
TX,THE EAST AUSTIN COLLEGE PREP AT MLK,480141412881,VALERE PUBLIC SCHOOLS,4801414,AUSTIN,78721,AUSTIN,78721,Yes under Community Eligibility Option (CEO),200,,166,7th Grade,12th Grade
TX,THE EAST AUSTIN COLLEGE PREP AT SOUTHWEST KEY,480141412335,VALERE PUBLIC SCHOOLS,4801414,AUSTIN,78721,AUSTIN,78721,Yes under Community Eligibility Option (CEO),179,,145,Prekindergarten,6th Grade
NJ,The Ethical Community Charter School,340072703029,The Ethical Community Charter School School Distirct,3400727,JERSEY CITY,07306,JERSEY CITY,07306,Yes participating without using any Provision or the CEO,351,,183,Kindergarten,8th Grade
TN,The Excel Center,470014802443,Memphis-Shelby County Schools,4700148,Memphis,38106,Memphis,38106,No,413,,,9th Grade,12th Grade
TX,THE EXCEL CENTER (FOR ADULTS),480144813141,THE EXCEL CENTER (FOR ADULTS),4801448,LOCKHART,78644,AUSTIN,78753,No,506,,,9th Grade,12th Grade
TX,THE EXCEL CENTER FOR ADULTS - LOCKHART,480144813780,THE EXCEL CENTER (FOR ADULTS),4801448,LOCKHART,78644,AUSTIN,78753,No,193,,,9th Grade,12th Grade
TX,THE EXCEL CENTER FOR ADULTS - SOUTH AUSTIN,480144813834,THE EXCEL CENTER (FOR ADULTS),4801448,AUSTIN,78741,AUSTIN,78753,No,109,,,9th Grade,12th Grade
NC,The Expedition School,370035403319,The Expedition School,3700354,Hillsborough,27278,Hillsborough,27278,No,361,,,Kindergarten,8th Grade
NC,The Experiential School of Greensboro,370042503458,The Experiential School of Greensboro,3700425,Greensboro,27401,Greensboro,27401,No,267,,,Kindergarten,8th Grade
NC,The Exploris School,370004302358,The Exploris School,3700043,Raleigh,27603,Raleigh,27603,No,450,,,Kindergarten,8th Grade
NH,The Founders Academy Charter School (E),330329800713,The Founders Academy Charter School,3303298,Manchester,03103,Manchester,03103,No,263,,52,5th Grade,8th Grade
NH,The Founders Academy Charter School (H),330329800717,The Founders Academy Charter School,3303298,Manchester,03103,Manchester,03103,No,138,,16,9th Grade,12th Grade
NJ,The Francis E Donnelly Early Childhood Learning Center,340888000443,Logan Township School District,3408880,Logan Township,08085,Logan Township,08085,Yes participating without using any Provision or the CEO,181,,26,Prekindergarten,Kindergarten
NC,The Franklin School of Innovation,370036103332,The Franklin School of Innovation,3700361,Asheville,28806,Asheville,28806,No,706,,,5th Grade,12th Grade
TX,THE GATHERING PLACE,480147113945,THE GATHERING PLACE,4801471,SAN ANTONIO,78238,SAN ANTONIO,78238,Yes participating without using any Provision or the CEO,618,,424,Kindergarten,5th Grade
VA,The Georgetown School,510183002691,Hanover County Public Schools,5101830,Mechanicsville,23116,Mechanicsville,23116,No,,,,,
VA,The Governor's Career and Technical Education Academy for ST,510324002988,Richmond City Public Schools,5103240,Richmond,23230,Richmond,23230,No,,,,,
VA,The Governor's School @ Innovation Park,510025202848,The Governor's School @ Innovation Park,5100252,Manassas,20110,Manassas,20110,No,,,,,
TX,THE GRACE ENGLAND EARLY CHILDHOOD/PRE-K CENTER,482574012663,KLEIN ISD,4825740,KLEIN,77086,KLEIN,77086,Yes under Community Eligibility Option (CEO),383,,339,Prekindergarten,Prekindergarten
NJ,The Gray Charter School,340006400373,Gray Charter School,3400064,NEWARK,07102,NEWARK,07102,Yes participating without using any Provision or the CEO,339,,210,Kindergarten,8th Grade
NM,THE GREAT ACADEMY,350014201077,THE GREAT ACADEMY,3500142,ALBUQUERQUE,87109,ALBUQUERQUE,87109,No,105,63,87,6th Grade,12th Grade
RI,The Greene School,440001700477,The Greene School,4400017,West Greenwich,02817,West Greenwich,02817,Yes participating without using any Provision or the CEO,198,41,75,9th Grade,12th Grade
VA,The Hanover Center For Trades And Technology,510183002775,Hanover County Public Schools,5101830,Mechanicsville,23116,Mechanicsville,23116,No,,,,,
NC,The Hawbridge School,370013202703,The Hawbridge School,3700132,Saxapahaw,27340,Saxapahaw,27340,No,601,,,Kindergarten,12th Grade
WA,The Healing Lodge,530825002678,Spokane School District,5308250,Spokane,99212,Spokane,99212,No,0,,,8th Grade,12th Grade
WA,The Heights Learning Center,530081003689,Camas School District,5300810,Camas,98607,Camas,98607,No,186,15,17,Prekindergarten,Prekindergarten
RI,The Hope Academy,440002700489,The Hope Academy,4400027,Providence,02905,Providence,02905,Yes participating without using any Provision or the CEO,318,135,185,Kindergarten,8th Grade
TN,The Howard School,470159000759,Hamilton County,4701590,Chattanooga,37408,Chattanooga,37408,Yes under Community Eligibility Option (CEO),1501,947,,9th Grade,12th Grade
TN,The iLearn Institute at Lenoir City Schools,470240002662,Lenoir City,4702400,Lenoir City,37771,Lenoir City,37771,No,90,,,Kindergarten,12th Grade
NC,The Innovation Academy at South Campus,370237003441,Johnston County Public Schools,3702370,Smithfield,27577,Smithfield,27577,Yes participating without using any Provision or the CEO,262,,259,6th Grade,8th Grade
MO,THE INNOVATION SCHOOL AT CV,291201003371,FERGUSON-FLORISSANT R-II,2912010,ST LOUIS,63121,ST LOUIS,63121,Yes participating without using any Provision or the CEO,140,49,137,9th Grade,12th Grade
NC,The Institute Development Young Leaders,370035203284,The Institute for the Development of You,3700352,Durham,27703,Durham,27703,No,412,,,Kindergarten,8th Grade
OH,The International School,390438410827,Dayton City,3904384,Dayton,45417,Dayton,45417,Yes under Community Eligibility Option (CEO),361,184,,Prekindergarten,12th Grade
NC,The International School at Gregory,370333001375,New Hanover County Schools,3703330,Wilmington,28401,Wilmington,28401,Yes participating without using any Provision or the CEO,508,,505,Kindergarten,8th Grade
NM,THE INTERNATIONAL SCHOOL AT MESA DEL SOL,350006001056,ALBUQUERQUE,3500060,ALBUQUERQUE,87106,ALBUQUERQUE,87106,Yes participating without using any Provision or the CEO,341,128,250,Prekindergarten,12th Grade
OR,The Ivy School,410000901784,Oregon Department of Education,4100009,Portland,97217,Portland,97217,Yes participating without using any Provision or the CEO,277,35,61,Prekindergarten,8th Grade
NC,The JP Knapp ECH (i)School,370108003037,Currituck County Schools,3701080,Currituck,27929,Currituck,27929,Yes participating without using any Provision or the CEO,269,,55,9th Grade,13th Grade
TX,THE LAGRONE ACADEMY,481674014213,DENTON ISD,4816740,DENTON,76207,DENTON,76207,Yes participating without using any Provision or the CEO,181,,62,11th Grade,12th Grade
TX,THE LARRY BROWN SCHOOL,482496008421,JOURDANTON ISD,4824960,JOURDANTON,78026,JOURDANTON,78026,Yes participating without using any Provision or the CEO,2,,‡,7th Grade,8th Grade
TX,THE LAWSON ACADEMY,480141812485,THE LAWSON ACADEMY,4801418,HOUSTON,77004,HOUSTON,77004,Yes under Community Eligibility Option (CEO),195,,184,Prekindergarten,8th Grade
TX,THE LEADERSHIP ACADEMY,480003413578,CUMBERLAND ACADEMY,4800034,TYLER,75703,TYLER,75703,Yes participating without using any Provision or the CEO,293,,70,Kindergarten,8th Grade
MO,THE LEADERSHIP SCHOOL,293249103418,THE LEADERSHIP SCHOOL,2932491,Pagedale,63133,Pagedale,63133,Yes under Community Eligibility Option (CEO),151,81,122,Kindergarten,3rd Grade
RI,The Learning Community,440000600326,Learning Community,4400006,Central Falls,02863,Central Falls,02863,Yes participating without using any Provision or the CEO,571,246,475,Kindergarten,8th Grade
TX,THE LEARNING CTR,483240007079,NEW CANEY ISD,4832400,NEW CANEY,77357,NEW CANEY,77357,Yes participating without using any Provision or the CEO,104,,85,4th Grade,12th Grade
SD,The Learning Lab Early Childhood - 74,466627010810,Sioux Falls School District 49-5,4666270,Sioux Falls,57107,Sioux Falls,57107,Yes participating without using any Provision or the CEO,67,39,54,Prekindergarten,Prekindergarten
PA,The Linc,421899007525,Philadelphia City SD,4218990,Philadelphia,19140,Philadelphia,19140,Yes under Community Eligibility Option (CEO),226,,226,9th Grade,12th Grade
WI,The Lincoln Academy,550009203146,The Lincoln Academy Inc,5500092,Beloit,53511,Beloit,53511,Yes under Community Eligibility Option (CEO),626,,391,Prekindergarten,11th Grade
TX,THE LINGUISTIC ACAD OF EL PASO-CULTURAL DEMO SITE,480003713938,BURNHAM WOOD CHARTER SCHOOL DISTRICT,4800037,EL PASO,79932,EL PASO,79912,Yes participating without using any Provision or the CEO,378,,106,Prekindergarten,5th Grade
TX,THE LION LANE SCHOOL,484110008640,SPRING BRANCH ISD,4841100,HOUSTON,77055,HOUSTON,77055,Yes under Community Eligibility Option (CEO),226,,216,Prekindergarten,Prekindergarten
VA,The Loudoun Governor's Career & Technical Academy,510225002989,Loudoun County Public Schools,5102250,Leesburg,20175,Leesburg,20175,No,,,,,
TX,THE MARY CATHERINE HARRIS SCHOOL-SCHOOL OF CHOICE,481179011886,BRYAN ISD,4811790,BRYAN,77802,BRYAN,77802,Yes under Community Eligibility Option (CEO),186,,154,9th Grade,12th Grade
NM,THE MASTERS PROGRAM,350012501069,THE MASTERS PROGRAM,3500125,SANTA FE,87508,SANTA FE,87508,No,250,24,52,9th Grade,12th Grade
NC,The Math and Science Academy of Apex,370048203619,The Math and Science Academy of Apex,3700482,Apex,27502,Apex,27502,No,692,,,Kindergarten,6th Grade
TX,THE MEADOWS EL,481686006243,DESOTO ISD,4816860,DESOTO,75115,DESOTO,75115,Yes under Community Eligibility Option (CEO),289,,253,2nd Grade,5th Grade
SC,The Montessori School of Camden,450390901701,Charter Institute at Erskine,4503909,Camden,29020,Camden,29020,Yes participating without using any Provision or the CEO,132,,28,Prekindergarten,8th Grade
NC,The Mountain Community Sch,370008502458,The Mountain Community Sch,3700085,Hendersonville,28792,Hendersonville,28792,No,197,,,Kindergarten,8th Grade
TX,THE NBISD LEARNING CENTER,483237007840,NEW BRAUNFELS ISD,4832370,NEW BRAUNFELS,78130,NEW BRAUNFELS,78130,Yes participating without using any Provision or the CEO,89,,54,10th Grade,12th Grade
PA,The New Academy CS,420013300866,The New Academy CS,4200133,Pittsburgh,15203,Pittsburgh,15203,Yes under Community Eligibility Option (CEO),67,,63,8th Grade,12th Grade
VA,The Nokesville School,510313001311,Prince William County Public Schools,5103130,Nokesville,20181,Nokesville,20181,Yes participating without using any Provision or the CEO,1175,305,336,Kindergarten,8th Grade
VA,The North Star School,510225002281,Loudoun County Public Schools,5102250,Leesburg,20175,Leesburg,20175,Yes under Community Eligibility Option (CEO),,,,,
VA,The Northside Preschool,510111002872,Danville City Public Schools,5101110,Danville,24540,Danville,24543,No,122,,,Prekindergarten,Prekindergarten
OH,The Norwood Montessori School,390445710846,Norwood City,3904457,Norwood,45212,Norwood,45212,No,93,,,Prekindergarten,2nd Grade
NC,The Oaks Academy,370078002082,Cherokee County Schools,3700780,Murphy,28906,Murphy,28906,Yes participating without using any Provision or the CEO,52,,49,6th Grade,12th Grade
TX,THE ODESSA Y LEARNING CENTER,481800014219,ECTOR COUNTY ISD,4818000,ODESSA,79762,ODESSA,79762,Yes under Community Eligibility Option (CEO),186,,134,Prekindergarten,Prekindergarten
